,Start Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
6144,2/1/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,95.0,96.0,some
6145,2/1/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,89.0,93.0,some
6146,2/1/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,some
6147,2/1/2020,MT,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,349.0,361.0,some
6148,2/1/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,0.0,some
6149,2/1/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0.0,0.0,some
6152,2/1/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,21.0,21.0,some
6153,2/1/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,27.0,29.0,some
6154,2/1/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,57.0,59.0,some
6155,2/1/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,30.0,32.0,some
6156,2/1/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,some
6157,2/1/2020,MT,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,142.0,148.0,some
6158,2/1/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0.0,0.0,some
6159,2/1/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,0.0,0.0,some
6162,2/1/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,11.0,11.0,some
6163,2/1/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,21.0,21.0,some
6164,2/1/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,15.0,15.0,some
6166,2/1/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,some
6167,2/1/2020,MT,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,55.0,55.0,some
6168,2/1/2020,MT,Respiratory diseases,Respiratory failure,J96,0-24,0.0,0.0,some
6171,2/1/2020,MT,Respiratory diseases,Respiratory failure,J96,45-54,17.0,17.0,some
6172,2/1/2020,MT,Respiratory diseases,Respiratory failure,J96,55-64,51.0,55.0,some
6173,2/1/2020,MT,Respiratory diseases,Respiratory failure,J96,65-74,111.0,115.0,some
6174,2/1/2020,MT,Respiratory diseases,Respiratory failure,J96,75-84,113.0,119.0,some
6175,2/1/2020,MT,Respiratory diseases,Respiratory failure,J96,85+,122.0,125.0,some
6176,2/1/2020,MT,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,some
6177,2/1/2020,MT,Respiratory diseases,Respiratory failure,J96,All Ages,420.0,437.0,some
6178,2/1/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,0.0,some
6179,2/1/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0,0.0,some
6186,2/1/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,0.0,some
6187,2/1/2020,MT,Respiratory diseases,Respiratory arrest,R09.2,All Ages,20.0,20.0,some
6188,2/1/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,0.0,some
6189,2/1/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0.0,0.0,some
6190,2/1/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0.0,0.0,some
6194,2/1/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,14.0,14.0,some
6195,2/1/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,13.0,13.0,some
6196,2/1/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,0.0,some
6197,2/1/2020,MT,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,40.0,42.0,some
6198,2/1/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,0.0,some
6199,2/1/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0.0,0.0,some
6201,2/1/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,11.0,11.0,some
6202,2/1/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,21.0,21.0,some
6203,2/1/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,40.0,40.0,some
6204,2/1/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,51.0,53.0,some
6205,2/1/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,85+,52.0,52.0,some
6206,2/1/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,0.0,some
6207,2/1/2020,MT,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,178.0,180.0,some
6208,2/1/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,0.0,some
6209,2/1/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,0.0,some
6212,2/1/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,16.0,16.0,some
6213,2/1/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,28.0,32.0,some
6214,2/1/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,47.0,51.0,some
6215,2/1/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,85+,43.0,45.0,some
6216,2/1/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,0.0,some
6217,2/1/2020,MT,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,139.0,149.0,some
6218,2/1/2020,MT,Circulatory diseases,Cardiac arrest,I46,0-24,0.0,0.0,some
6219,2/1/2020,MT,Circulatory diseases,Cardiac arrest,I46,25-34,0.0,0.0,some
6223,2/1/2020,MT,Circulatory diseases,Cardiac arrest,I46,65-74,17.0,17.0,some
6224,2/1/2020,MT,Circulatory diseases,Cardiac arrest,I46,75-84,15.0,15.0,some
6226,2/1/2020,MT,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,0.0,some
6227,2/1/2020,MT,Circulatory diseases,Cardiac arrest,I46,All Ages,45.0,45.0,some
6228,2/1/2020,MT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,0.0,some
6229,2/1/2020,MT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0,0.0,some
6233,2/1/2020,MT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,12.0,14.0,some
6234,2/1/2020,MT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,22.0,23.0,some
6235,2/1/2020,MT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,34.0,36.0,some
6236,2/1/2020,MT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,some
6237,2/1/2020,MT,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,76.0,81.0,some
6238,2/1/2020,MT,Circulatory diseases,Heart failure,I50,0-24,0.0,0.0,some
6239,2/1/2020,MT,Circulatory diseases,Heart failure,I50,25-34,0.0,0.0,some
6243,2/1/2020,MT,Circulatory diseases,Heart failure,I50,65-74,13.0,13.0,some
6244,2/1/2020,MT,Circulatory diseases,Heart failure,I50,75-84,19.0,19.0,some
6245,2/1/2020,MT,Circulatory diseases,Heart failure,I50,85+,31.0,31.0,some
6246,2/1/2020,MT,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,some
6247,2/1/2020,MT,Circulatory diseases,Heart failure,I50,All Ages,70.0,70.0,some
6248,2/1/2020,MT,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,0.0,some
6249,2/1/2020,MT,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0,0.0,some
6250,2/1/2020,MT,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0.0,0.0,some
6253,2/1/2020,MT,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,11.0,13.0,some
6254,2/1/2020,MT,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,16.0,16.0,some
6255,2/1/2020,MT,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,15.0,15.0,some
6256,2/1/2020,MT,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,some
6257,2/1/2020,MT,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,49.0,51.0,some
6258,2/1/2020,MT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0.0,0.0,some
6259,2/1/2020,MT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,0.0,0.0,some
6262,2/1/2020,MT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,11.0,11.0,some
6263,2/1/2020,MT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,22.0,25.0,some
6264,2/1/2020,MT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,19.0,22.0,some
6265,2/1/2020,MT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,24.0,29.0,some
6266,2/1/2020,MT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,some
6267,2/1/2020,MT,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,81.0,92.0,some
6268,2/1/2020,MT,Sepsis,Sepsis,A40-A41,0-24,0.0,0.0,some
6272,2/1/2020,MT,Sepsis,Sepsis,A40-A41,55-64,10.0,10.0,some
6273,2/1/2020,MT,Sepsis,Sepsis,A40-A41,65-74,19.0,19.0,some
6274,2/1/2020,MT,Sepsis,Sepsis,A40-A41,75-84,11.0,11.0,some
6275,2/1/2020,MT,Sepsis,Sepsis,A40-A41,85+,14.0,14.0,some
6276,2/1/2020,MT,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,some
6277,2/1/2020,MT,Sepsis,Sepsis,A40-A41,All Ages,62.0,62.0,some
6278,2/1/2020,MT,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,0.0,some
6279,2/1/2020,MT,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0,0.0,some
6280,2/1/2020,MT,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,0.0,0.0,some
6281,2/1/2020,MT,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,0.0,0.0,some
6283,2/1/2020,MT,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,11.0,11.0,some
6284,2/1/2020,MT,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,13.0,14.0,some
6285,2/1/2020,MT,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,14.0,15.0,some
6286,2/1/2020,MT,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,some
6287,2/1/2020,MT,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,46.0,48.0,some
6288,2/1/2020,MT,Diabetes,Diabetes,E10-E14,0-24,0.0,0.0,some
6289,2/1/2020,MT,Diabetes,Diabetes,E10-E14,25-34,0.0,0.0,some
6290,2/1/2020,MT,Diabetes,Diabetes,E10-E14,35-44,0.0,0.0,some
6292,2/1/2020,MT,Diabetes,Diabetes,E10-E14,55-64,30.0,30.0,some
6293,2/1/2020,MT,Diabetes,Diabetes,E10-E14,65-74,54.0,54.0,some
6294,2/1/2020,MT,Diabetes,Diabetes,E10-E14,75-84,54.0,55.0,some
6295,2/1/2020,MT,Diabetes,Diabetes,E10-E14,85+,31.0,31.0,some
6296,2/1/2020,MT,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,some
6297,2/1/2020,MT,Diabetes,Diabetes,E10-E14,All Ages,178.0,179.0,some
6298,2/1/2020,MT,Obesity,Obesity,E65-E68,0-24,0.0,0.0,some
6302,2/1/2020,MT,Obesity,Obesity,E65-E68,55-64,10.0,10.0,some
6303,2/1/2020,MT,Obesity,Obesity,E65-E68,65-74,18.0,18.0,some
6304,2/1/2020,MT,Obesity,Obesity,E65-E68,75-84,11.0,11.0,some
6305,2/1/2020,MT,Obesity,Obesity,E65-E68,85+,0.0,0.0,some
6306,2/1/2020,MT,Obesity,Obesity,E65-E68,Not stated,0.0,0.0,some
6307,2/1/2020,MT,Obesity,Obesity,E65-E68,All Ages,47.0,47.0,some
6308,2/1/2020,MT,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,0.0,some
6309,2/1/2020,MT,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,some
6310,2/1/2020,MT,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,some
6311,2/1/2020,MT,Alzheimer disease,Alzheimer disease,G30,45-54,0.0,0.0,some
6312,2/1/2020,MT,Alzheimer disease,Alzheimer disease,G30,55-64,0.0,0.0,some
6314,2/1/2020,MT,Alzheimer disease,Alzheimer disease,G30,75-84,11.0,11.0,some
6315,2/1/2020,MT,Alzheimer disease,Alzheimer disease,G30,85+,15.0,15.0,some
6316,2/1/2020,MT,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,some
6317,2/1/2020,MT,Alzheimer disease,Alzheimer disease,G30,All Ages,28.0,28.0,some
6318,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,some
6319,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,some
6320,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,0.0,some
6321,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0,0.0,some
6322,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,0.0,0.0,some
6323,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,11.0,11.0,some
6324,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,31.0,31.0,some
6325,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,62.0,62.0,some
6326,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,some
6327,2/1/2020,MT,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,104.0,104.0,some
6328,2/1/2020,MT,Renal failure,Renal failure,N17-N19,0-24,0.0,0.0,some
6332,2/1/2020,MT,Renal failure,Renal failure,N17-N19,55-64,10.0,10.0,some
6333,2/1/2020,MT,Renal failure,Renal failure,N17-N19,65-74,15.0,15.0,some
6334,2/1/2020,MT,Renal failure,Renal failure,N17-N19,75-84,18.0,20.0,some
6335,2/1/2020,MT,Renal failure,Renal failure,N17-N19,85+,21.0,21.0,some
6336,2/1/2020,MT,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,some
6337,2/1/2020,MT,Renal failure,Renal failure,N17-N19,All Ages,70.0,72.0,some
6338,2/1/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0,0.0,some
6341,2/1/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,0.0,0.0,some
6346,2/1/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,some
6347,2/1/2020,MT,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,26.0,49.0,some
6348,2/1/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,0.0,0.0,some
6351,2/1/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,12.0,28.0,some
6352,2/1/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,56.0,111.0,some
6353,2/1/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,93.0,163.0,some
6354,2/1/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,133.0,235.0,some
6355,2/1/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,118.0,218.0,some
6356,2/1/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,some
6357,2/1/2020,MT,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,423.0,786.0,some
6358,2/1/2020,MT,COVID-19,COVID-19,U071,0-24,0.0,0.0,some
6360,2/1/2020,MT,COVID-19,COVID-19,U071,35-44,12.0,12.0,some
6361,2/1/2020,MT,COVID-19,COVID-19,U071,45-54,35.0,35.0,some
6362,2/1/2020,MT,COVID-19,COVID-19,U071,55-64,96.0,96.0,some
6363,2/1/2020,MT,COVID-19,COVID-19,U071,65-74,184.0,184.0,some
6364,2/1/2020,MT,COVID-19,COVID-19,U071,75-84,230.0,230.0,some
6365,2/1/2020,MT,COVID-19,COVID-19,U071,85+,279.0,279.0,some
6366,2/1/2020,MT,COVID-19,COVID-19,U071,Not stated,0.0,0.0,some
6367,2/1/2020,MT,COVID-19,COVID-19,U071,All Ages,840.0,840.0,some
6368,2/1/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0.0,0.0,some
6371,2/1/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,26.0,26.0,some
6372,2/1/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,55.0,61.0,some
6373,2/1/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,103.0,112.0,some
6374,2/1/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,178.0,185.0,some
6375,2/1/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,195.0,198.0,some
6376,2/1/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,some
6377,2/1/2020,NE,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,570.0,596.0,some
6378,2/1/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,0.0,some
6380,2/1/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0.0,0.0,some
6382,2/1/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,14.0,14.0,some
6383,2/1/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,54.0,55.0,some
6384,2/1/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,64.0,65.0,some
6385,2/1/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,62.0,64.0,some
6386,2/1/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,some
6387,2/1/2020,NE,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,198.0,202.0,some
6388,2/1/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0.0,0.0,some
6391,2/1/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,14.0,14.0,some
6392,2/1/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,30.0,30.0,some
6393,2/1/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,43.0,43.0,some
6394,2/1/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,32.0,32.0,some
6395,2/1/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,28.0,28.0,some
6396,2/1/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,some
6397,2/1/2020,NE,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,155.0,155.0,some
6398,2/1/2020,NE,Respiratory diseases,Respiratory failure,J96,0-24,0.0,0.0,some
6401,2/1/2020,NE,Respiratory diseases,Respiratory failure,J96,45-54,34.0,35.0,some
6402,2/1/2020,NE,Respiratory diseases,Respiratory failure,J96,55-64,62.0,62.0,some
6403,2/1/2020,NE,Respiratory diseases,Respiratory failure,J96,65-74,131.0,135.0,some
6404,2/1/2020,NE,Respiratory diseases,Respiratory failure,J96,75-84,209.0,214.0,some
6405,2/1/2020,NE,Respiratory diseases,Respiratory failure,J96,85+,240.0,243.0,some
6406,2/1/2020,NE,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,some
6407,2/1/2020,NE,Respiratory diseases,Respiratory failure,J96,All Ages,691.0,704.0,some
